United States Of America (The)|USD|USD|1
GUINEA-BISSAU|XOF|USD|0.0016
GUINEA|GNF|USD|0.00012
GUERNSEY|GBP|USD|1.2435
GUATEMALA|GTQ|USD|0.1296
GUADELOUPE|EUR|USD|1.0412
GRENADA|XCD|USD|0.3700
GREENLAND|DKK|USD|0.1395
GREECE|EUR|USD|1.0412
GHANA|GHS|USD|0.0656
GERMANY|EUR|USD|1.0412
GEORGIA|GEL|USD|0.3472
GAMBIA (THE)|GMD|USD|0.0139
GABON|XAF|USD|0.0016
FRENCH SOUTHERN TERRITORIES (THE)|EUR|USD|1.0412
FRENCH POLYNESIA|XPF|USD|0.0087
FRENCH GUIANA|EUR|USD|1.0412
FRANCE|EUR|USD|1.0412
FINLAND|EUR|USD|1.0412
FIJI|FJD|USD|0.4309
FAROE ISLANDS (THE)|DKK|USD|0.1395
EUROPEAN UNION|EUR|USD|1.0412
ETHIOPIA|ETB|USD|0.0078
ESTONIA|EUR|USD|1.0412
EQUATORIAL GUINEA|XAF|USD|0.0016
EL SALVADOR|SVC|USD|0.1146
EGYPT|EGP|USD|0.0199
DOMINICA|XCD|USD|0.3700
DJIBOUTI|DJF|USD|0.0056
DENMARK|DKK|USD|0.1395
CZECH REPUBLIC (THE)|CZK|USD|0.0414
CYPRUS|EUR|USD|1.0412
CURAÇAO|ANG|USD|0.5563
CUBA|CUP|USD|0.0417
CROATIA|EUR|USD|1.0412
CÔTE D'IVOIRE|XOF|USD|0.0016
COSTA RICA|CRC|USD|0.0020
COOK ISLANDS (THE)|NZD|USD|0.5639
CONGO (THE)|XAF|USD|0.0016
CONGO (THE DEMOCRATIC REPUBLIC OF THE)|CDF|USD|0.00035
COMOROS (THE)|KMF|USD|0.0021
COLOMBIA|COP|USD|0.00024
COCOS (KEELING) ISLANDS (THE)|AUD|USD|0.6216
CHRISTMAS ISLAND|AUD|USD|0.6216
CHINA|CNY|USD|0.1395
CHILE|CLP|USD|0.0010
CHILE|CLF|USD|27.8212
CHAD|XAF|USD|0.0016
CENTRAL AFRICAN REPUBLIC (THE)|XAF|USD|0.0016
CAYMAN ISLANDS (THE)|KYD|USD|1.2028
CANADA|CAD|USD|0.6928
CAMEROON|XAF|USD|0.0016
CAMBODIA|KHR|USD|0.00025
CABO VERDE|CVE|USD|0.0095
BURUNDI|BIF|USD|0.00034
BURKINA FASO|XOF|USD|0.0016
BULGARIA|BGN|USD|0.5328
BRUNEI DARUSSALAM|BND|USD|0.7415
BOUVET ISLAND|NOK|USD|0.0885
BOTSWANA|BWP|USD|0.0720
BOSNIA AND HERZEGOVINA|BAM|USD|0.5328
BOLIVIA (PLURINATIONAL STATE OF)|BOB|USD|0.1450
BHUTAN|BTN|USD|0.0116
BERMUDA|BMD|USD|1.0000
BENIN|XOF|USD|0.0016
BELIZE|BZD|USD|0.4990
BELGIUM|EUR|USD|1.0412
BELARUS|BYN|USD|0.3061
BARBADOS|BBD|USD|0.4961
BANGLADESH|BDT|USD|0.0082
BAHRAIN|BHD|USD|2.6530
BAHAMAS (THE)|BSD|USD|1.0017
AZERBAIJAN|AZN|USD|0.5882
AUSTRIA|EUR|USD|1.0412
AUSTRALIA|AUD|USD|0.6216
ARUBA|AWG|USD|0.5556
ARMENIA|AMD|USD|0.0025
ARGENTINA|ARS|USD|0.00095
ANTIGUA AND BARBUDA|XCD|USD|0.3700
ANGUILLA|XCD|USD|0.3700
ANGOLA|AOA|USD|0.0011
ANDORRA|EUR|USD|1.0412
ALGERIA|DZD|USD|0.0074
ALBANIA|ALL|USD|0.0104
ÅLAND ISLANDS|EUR|USD|1.0412
AFGHANISTAN|AFN|USD|0.0127
ZAMBIA|ZMW|IDR|583.1973
YEMEN|YER|IDR|65.2913
WESTERN SAHARA|MAD|IDR|1629.0611
WALLIS AND FUTUNA|XPF|IDR|142.0477
VIRGIN ISLANDS (U.S.)|USD|IDR|16258.5500
VIRGIN ISLANDS (BRITISH)|USD|IDR|16258.5500
VIET NAM|VND|IDR|0.6482
UZBEKISTAN|UZS|IDR|1.2559
URUGUAY|UYU|IDR|374.6264
UNITED STATES OF AMERICA (THE)|USD|IDR|16258.5500
UNITED STATES MINOR OUTLYING ISLANDS (THE)|USD|IDR|16258.5500
UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND (THE)|GBP|IDR|20219.8100
UNITED ARAB EMIRATES (THE)|AED|IDR|4426.2850
UKRAINE|UAH|IDR|388.5566
UGANDA|UGX|IDR|4.4139
TUVALU|AUD|IDR|10106.8000
TURKS AND CAICOS ISLANDS (THE)|USD|IDR|16258.5500
TURKMENISTAN|TMT|IDR|4645.0130
TURKEY|TRY|IDR|454.1265
TUNISIA|TND|IDR|5098.4454
TRINIDAD AND TOBAGO|TTD|IDR|2406.9969
TONGA|TOP|IDR|6941.4395
TOKELAU|NZD|IDR|9169.1220
TOGO|XOF|IDR|25.8242
TIMOR-LESTE|USD|IDR|16258.5500
THAILAND|THB|IDR|481.6849
TANZANIA, UNITED REPUBLIC OF|TZS|IDR|6.3860
TAJIKISTAN|TJS|IDR|1494.1965
TAIWAN (PROVINCE OF CHINA)|TWD|IDR|494.7071
SWITZERLAND|CHF|IDR|17923.6600
SWEDEN|SEK|IDR|1478.4523
SWAZILAND|SZL|IDR|872.3633
SVALBARD AND JAN MAYEN|NOK|IDR|1443.6118
SURINAME|SRD|IDR|463.1120
SUDAN (THE)|SDG|IDR|27.0508
SRI LANKA|LKR|IDR|54.9301
SPAIN|EUR|IDR|16945.2200
SOUTH AFRICA|ZAR|IDR|876.4667
SOMALIA|SOS|IDR|28.4998
SOLOMON ISLANDS|SBD|IDR|1926.3818
SLOVENIA|EUR|IDR|16945.2200
SLOVAKIA|EUR|IDR|16945.2200
SINT MAARTEN (DUTCH PART)|ANG|IDR|9036.8747
SINGAPORE|SGD|IDR|12040.4700
SIERRA LEONE|SLE|IDR|0.8381
SEYCHELLES|SCR|IDR|1136.8651
SERBIA|RSD|IDR|144.5424
SENEGAL|XOF|IDR|25.8242
SAUDI ARABIA|SAR|IDR|4334.2209
SAN MARINO|EUR|IDR|16945.2200
SAINT VINCENT AND THE GRENADINES|XCD|IDR|6015.6317
SAINT PIERRE AND MIQUELON|EUR|IDR|16945.2200
SAINT MARTIN (FRENCH PART)|EUR|IDR|16945.2200
SAINT LUCIA|XCD|IDR|6015.6317
SAINT KITTS AND NEVIS|XCD|IDR|6015.6317
SAINT HELENA, ASCENSION AND TRISTAN DA CUNHA|SHP|IDR|20226.8252
SAINT BARTHÉLEMY|EUR|IDR|16945.2200
RWANDA|RWF|IDR|11.7421
RUSSIAN FEDERATION (THE)|RUB|IDR|163.7945
ROMANIA|RON|IDR|3402.7975
RÉUNION|EUR|IDR|16945.2200
QATAR|QAR|IDR|4466.7526
PUERTO RICO|USD|IDR|16258.5500
PORTUGAL|EUR|IDR|16945.2200
POLAND|PLN|IDR|4024.7656
PITCAIRN|NZD|IDR|9170.4720
PHILIPPINES (THE)|PHP|IDR|278.3707
PERU|PEN|IDR|4360.5167
PARAGUAY|PYG|IDR|2.0608
PAPUA NEW GUINEA|PGK|IDR|4000.1047
PANAMA|USD|IDR|16258.5500
PANAMA|PAB|IDR|16285.9123
PALAU|USD|IDR|16258.5500
PAKISTAN|PKR|IDR|58.4135
OMAN|OMR|IDR|42228.2903
NORWAY|NOK|IDR|1443.6118
NORTHERN MARIANA ISLANDS (THE)|USD|IDR|16258.5500
NORFOLK ISLAND|AUD|IDR|10107.6400
NIUE|NZD|IDR|9170.4720
NIGERIA|NGN|IDR|10.4669
NIGER (THE)|XOF|IDR|25.8242
NICARAGUA|NIO|IDR|442.5403
NEW ZEALAND|NZD|IDR|9170.4720
NEW CALEDONIA|XPF|IDR|142.0477
NETHERLANDS (THE)|EUR|IDR|16945.2200
NEPAL|NPR|IDR|117.5530
NAURU|AUD|IDR|10107.6400
NAMIBIA|ZAR|IDR|876.7853
NAMIBIA|NAD|IDR|872.9526
MYANMAR|MMK|IDR|5.0055
MOZAMBIQUE|MZN|IDR|254.4217
MOROCCO|MAD|IDR|1629.0611
MONTSERRAT|XCD|IDR|6015.6317
MONTENEGRO|EUR|IDR|16945.2200
MONACO|EUR|IDR|16945.2200
MOLDOVA (THE REPUBLIC OF)|MDL|IDR|874.4273
MICRONESIA (FEDERATED STATES OF)|USD|IDR|16258.5500
MEXICO|MXN|IDR|793.7615
MAYOTTE|EUR|IDR|16945.2200
MAURITIUS|MUR|IDR|350.0763
MAURITANIA|MRU|IDR|408.2821
MARTINIQUE|EUR|IDR|16945.2200
MARSHALL ISLANDS (THE)|USD|IDR|16258.5500
MALTA|EUR|IDR|16945.2200
MALI|XOF|IDR|25.8242
MALDIVES|MVR|IDR|1055.6848
MALAYSIA|MYR|IDR|3703.3140
MALAWI|MWK|IDR|9.3926
MADAGASCAR|MGA|IDR|3.4606
REPUBLIC OF NORTH MACEDONIA|MKD|IDR|275.0731
MACAO|MOP|IDR|2029.3012
LUXEMBOURG|EUR|IDR|16945.2200
LITHUANIA|EUR|IDR|16945.2200
LIECHTENSTEIN|CHF|IDR|17928.5800
LIBYA|LYD|IDR|3318.8770
LIBERIA|LRD|IDR|82.0488
LESOTHO|ZAR|IDR|876.7853
LESOTHO|LSL|IDR|872.9357
LEBANON|LBP|IDR|0.1816
LATVIA|EUR|IDR|16945.2200
LAO PEOPLE’S DEMOCRATIC REPUBLIC (THE)|LAK|IDR|0.7483
KYRGYZSTAN|KGS|IDR|185.9068
KUWAIT|KWD|IDR|52729.4548
KOREA (THE REPUBLIC OF)|KRW|IDR|11.2748
KIRIBATI|AUD|IDR|10107.6400
KENYA|KES|IDR|125.8324
KAZAKHSTAN|KZT|IDR|31.4805
JORDAN|JOD|IDR|22917.3181
JERSEY|GBP|IDR|20222.0900
JAMAICA|JMD|IDR|103.4973
ITALY|EUR|IDR|16945.2200
ISRAEL|ILS|IDR|4518.0619
ISLE OF MAN|GBP|IDR|20222.0900
IRELAND|EUR|IDR|16945.2200
IRAQ|IQD|IDR|12.4326
IRAN (ISLAMIC REPUBLIC OF)|IRR|IDR|0.3863
INTERNATIONAL MONETARY FUND (IMF)|XDR|IDR|21305.0694
INDIA|INR|IDR|187.7695
ICELAND|ISK|IDR|116.2001
HUNGARY|HUF|IDR|41.4705
HONG KONG|HKD|IDR|2086.5350
HONDURAS|HNL|IDR|639.4593
HOLY SEE (THE)|EUR|IDR|16945.2200
HEARD ISLAND AND McDONALD ISLANDS|AUD|IDR|10107.6400
HAITI|USD|IDR|16257.5455
HAITI|HTG|IDR|124.6087
GUYANA|GYD|IDR|77.8454
GUINEA-BISSAU|XOF|IDR|25.8243
GUINEA|GNF|IDR|1.8842
GUERNSEY|GBP|IDR|20222.0900
GUATEMALA|GTQ|IDR|2105.4830
GUAM|USD|IDR|16257.5455
GUADELOUPE|EUR|IDR|16945.2200
GRENADA|XCD|IDR|6015.6709
GREENLAND|DKK|IDR|2271.5089
GREECE|EUR|IDR|16945.2200
GHANA|GHS|IDR|1066.2587
GERMANY|EUR|IDR|16945.2200
GEORGIA|GEL|IDR|5645.0178
GAMBIA (THE)|GMD|IDR|225.8007
GABON|XAF|IDR|25.8255
FRENCH SOUTHERN TERRITORIES (THE)|EUR|IDR|16945.2200
FRENCH POLYNESIA|XPF|IDR|142.0486
FRENCH GUIANA|EUR|IDR|16945.2200
FRANCE|EUR|IDR|16945.2200
FINLAND|EUR|IDR|16945.2200
FIJI|FJD|IDR|7005.1927
FAROE ISLANDS (THE)|DKK|IDR|2271.5089
EUROPEAN UNION|EUR|IDR|16945.2200
ETHIOPIA|ETB|IDR|127.3142
ESTONIA|EUR|IDR|16945.2200
EQUATORIAL GUINEA|XAF|IDR|25.8255
EL SALVADOR|USD|IDR|16257.5455
EL SALVADOR|SVC|IDR|1861.4127
EGYPT|EGP|IDR|323.6229
ECUADOR|USD|IDR|16257.5455
DOMINICAN REPUBLIC (THE)|DOP|IDR|264.4482
DOMINICA|XCD|IDR|6015.6709
DJIBOUTI|DJF|IDR|91.4570
DENMARK|DKK|IDR|2271.5089
CZECH REPUBLIC (THE)|CZK|IDR|673.9761
CYPRUS|EUR|IDR|16945.2200
CURAÇAO|ANG|IDR|9036.9336
CUBA|CUP|IDR|678.5993
CROATIA|EUR|IDR|16945.2200
CÔTE D'IVOIRE|XOF|IDR|25.8243
COSTA RICA|CRC|IDR|32.1026
COOK ISLANDS (THE)|NZD|IDR|9171.0460
CONGO (THE)|XAF|IDR|25.8255
CONGO (THE DEMOCRATIC REPUBLIC OF THE)|CDF|IDR|5.7145
COMOROS (THE)|KMF|IDR|34.4223
COLOMBIA|COP|IDR|3.8991
COCOS (KEELING) ISLANDS (THE)|AUD|IDR|10107.7100
CHRISTMAS ISLAND|AUD|IDR|10107.7100
CHINA|CNY|IDR|2267.6300
CHILE|CLP|IDR|16.3921
CHILE|CLF|IDR|452307.2757
CHAD|XAF|IDR|25.8255
CENTRAL AFRICAN REPUBLIC (THE)|XAF|IDR|25.8255
CAYMAN ISLANDS (THE)|KYD|IDR|19543.9746
CANADA|CAD|IDR|11263.6400
CAMEROON|XAF|IDR|25.8255
CAMBODIA|KHR|IDR|4.0518
CABO VERDE|CVE|IDR|153.6364
BURUNDI|BIF|IDR|5.5027
BURKINA FASO|XOF|IDR|25.8344
BULGARIA|BGN|IDR|8665.1663
BRUNEI DARUSSALAM|BND|IDR|12054.7594
BRITISH INDIAN OCEAN TERRITORY (THE)|USD|IDR|16257.5455
BRAZIL|BRL|IDR|2774.6260
BOUVET ISLAND|NOK|IDR|1443.6118
BOTSWANA|BWP|IDR|1170.1085
BOSNIA AND HERZEGOVINA|BAM|IDR|8661.7853
BONAIRE, SINT EUSTATIUS AND SABA|USD|IDR|16257.5455
BOLIVIA (PLURINATIONAL STATE OF)|BOB|IDR|2358.0532
BHUTAN|INR|IDR|187.7750
BHUTAN|BTN|IDR|188.0881
BERMUDA|BMD|IDR|16257.6513
BENIN|XOF|IDR|25.8344
BELIZE|BZD|IDR|8110.5907
BELGIUM|EUR|IDR|16945.2200
BELARUS|BYN|IDR|4976.6609
BARBADOS|BBD|IDR|8068.8838
BANGLADESH|BDT|IDR|134.0982
BAHRAIN|BHD|IDR|43145.5888
BAHAMAS (THE)|BSD|IDR|16291.3586
AZERBAIJAN|AZN|IDR|9567.0572
AUSTRIA|EUR|IDR|16945.2200
AUSTRALIA|AUD|IDR|10107.7100
ARUBA|AWG|IDR|9035.5540
ARMENIA|AMD|IDR|40.7094
ARGENTINA|ARS|IDR|15.4713
ANTIGUA AND BARBUDA|XCD|IDR|6018.0190
ANGUILLA|XCD|IDR|6018.0190
ANGOLA|AOA|IDR|17.7846
ANDORRA|EUR|IDR|16945.2200
AMERICAN SAMOA|USD|IDR|16257.6513
ALGERIA|DZD|IDR|120.4330
ALBANIA|ALL|IDR|169.5475
ÅLAND ISLANDS|EUR|IDR|16945.2200
AFGHANISTAN|AFN|IDR|207.1274
